last_date,end_date,days,current_price,forecast_min,forecast_max,forecast_close,change_pct_min,change_pct_max
2025-11-26,2026-01-25,60,4196.39990234375,4081.882956571033,4370.655434701766,4226.2691956364,-2.7289338,4.1525035
