last_date,end_date,days,current_price,forecast_min,forecast_max,forecast_close,change_pct_min,change_pct_max
2025-11-27,2025-12-27,30,4190.0,4084.8644959926605,4349.397265911102,4217.130880951881,-2.509201,3.8042347
